time,open,high,low,close,volume,symbol
2026-05-04 07:00:00,14.8,14.8,14.8,14.8,100,ABR
2026-05-04 07:00:00,59.8,59.8,59.0,59.0,700,ABT
2026-05-04 07:00:00,23.55,23.55,23.1,23.1,12018500,ACB
2026-05-04 07:00:00,12.2,12.6,12.2,12.6,29800,ACC
2026-05-04 07:00:00,12.95,13.2,12.9,13.15,5900,ACL
2026-05-04 07:00:00,44.0,44.2,43.7,44.0,992800,ACV
2026-05-04 07:00:00,18.4,18.4,18.4,18.4,100,ADC
2026-05-04 07:00:00,10.7,11.0,10.65,10.75,45300,AFX
2026-05-04 07:00:00,12.0,12.0,11.91,11.91,6500,AG1
2026-05-04 07:00:00,12.6,12.7,12.5,12.5,133700,AGG
2026-05-04 07:00:00,37.9,38.0,37.6,37.9,2000,AGP
2026-05-04 07:00:00,280.0,280.0,280.0,280.0,100,AGX
2026-05-04 07:00:00,7.7,7.7,7.5,7.5,15200,ALV
2026-05-04 07:00:00,28.47,29.8,28.09,28.26,41500,ANT
2026-05-04 07:00:00,23.95,24.25,23.9,23.95,218200,ANV
2026-05-04 07:00:00,48.2,48.2,48.1,48.1,10800,APF
2026-05-04 07:00:00,4.88,5.04,4.88,4.97,352100,APG
2026-05-04 07:00:00,4.2,4.3,4.2,4.2,12100,APP
2026-05-04 07:00:00,5.75,6.02,5.75,6.02,1601700,ASM
2026-05-04 07:00:00,46.2,46.2,46.0,46.0,700,AVC
2026-05-04 07:00:00,10.1,10.2,10.0,10.1,123200,AVG
2026-05-04 07:00:00,10.8,11.3,10.8,11.3,4100,BAB
2026-05-04 07:00:00,36.15,36.2,35.85,35.9,1274400,BAF
2026-05-04 07:00:00,6.8,6.8,6.8,6.8,200,BAL
2026-05-04 07:00:00,9.8,9.8,9.8,9.8,100,BBH
2026-05-04 07:00:00,12.9,12.9,12.9,12.9,100,BBS
2026-05-04 07:00:00,21.7,21.9,21.6,21.6,14800,BCA
2026-05-04 07:00:00,53.8,54.3,53.0,53.4,272700,BCM
2026-05-04 07:00:00,10.0,10.0,9.5,9.5,3500,BCP
2026-05-04 07:00:00,29.7,30.0,29.7,30.0,4900,BHN
2026-05-04 07:00:00,8.7,8.9,8.7,8.9,5800,BLI
2026-05-04 07:00:00,15.2,15.4,15.1,15.4,219700,BMS
2026-05-04 07:00:00,4.1,4.1,4.1,4.1,100,BMV
2026-05-04 07:00:00,10.9,10.9,10.9,10.9,200,BT1
2026-05-04 07:00:00,8.37,8.44,8.37,8.44,20600,BTP
2026-05-04 07:00:00,5.0,5.2,5.0,5.2,1900,BTS
2026-05-04 07:00:00,15.6,15.6,15.6,15.6,4800,BTU
2026-05-04 07:00:00,14.9,15.9,14.9,15.9,1300,BVL
2026-05-04 07:00:00,25.8,25.9,25.5,25.7,95500,BVS
2026-05-04 07:00:00,19.0,19.0,19.0,19.0,1500,CCI
2026-05-04 07:00:00,13.7,13.7,13.7,13.7,200,CCR
2026-05-04 07:00:00,30.0,30.4,30.0,30.4,8400,CDN
2026-05-04 07:00:00,13.7,13.9,13.7,13.9,300,CDP
2026-05-04 07:00:00,9.7,9.9,9.7,9.9,20800,CIA
2026-05-04 07:00:00,11.6,11.6,10.3,10.5,5400,CID
2026-05-04 07:00:00,27.0,27.0,27.0,27.0,5200,CKD
2026-05-04 07:00:00,64.45,64.45,64.45,64.45,500,CLM
2026-05-04 07:00:00,14.8,15.0,14.8,14.9,35600,CLX
2026-05-04 07:00:00,56.0,65.5,56.0,65.0,1600,CMN
2026-05-04 07:00:00,31.1,31.1,30.9,31.0,17200,CQN
2026-05-04 07:00:00,7.5,7.8,7.5,7.8,2900,CQT
2026-05-04 07:00:00,7.65,7.65,7.5,7.64,142100,CRE
2026-05-04 07:00:00,14.5,14.8,14.3,14.8,22500,CSC
2026-05-04 07:00:00,12.25,12.3,12.0,12.2,207300,CSM
2026-05-04 07:00:00,13.8,13.8,13.6,13.7,12000,CST
2026-05-04 07:00:00,26.15,26.4,26.15,26.25,185100,CSV
2026-05-04 07:00:00,35.4,35.7,35.2,35.35,8318000,CTG
2026-05-04 07:00:00,21.5,21.8,21.2,21.5,266800,CTI
2026-05-04 07:00:00,6.6,6.8,6.5,6.5,45900,CTP
2026-05-04 07:00:00,85.4,86.4,85.0,85.1,179200,CTR
2026-05-04 07:00:00,25.0,25.0,25.0,25.0,400,CTW
2026-05-04 07:00:00,5.4,5.5,5.2,5.2,30400,CTX
2026-05-04 07:00:00,25.0,26.55,24.85,26.55,1600,CVT
2026-05-04 07:00:00,34.95,35.05,34.8,34.8,46400,D2D
2026-05-04 07:00:00,22.8,22.85,22.55,22.55,1058800,DBC
2026-05-04 07:00:00,50.0,50.2,49.8,50.0,108700,DBD
2026-05-04 07:00:00,37.3,37.8,37.0,37.7,1557800,DCL
2026-05-04 07:00:00,53.7,54.8,53.3,53.4,1030600,DGC
2026-05-04 07:00:00,42.42,42.86,41.98,42.47,639600,DGW
2026-05-04 07:00:00,45.1,45.5,44.9,45.0,36000,DHA
2026-05-04 07:00:00,13.8,13.8,13.0,13.1,21900,DHB
2026-05-04 07:00:00,28.06,28.72,28.06,28.72,1500,DHD
2026-05-04 07:00:00,7.1,7.16,6.7,7.16,13100,DHM
2026-05-04 07:00:00,9.1,9.1,9.0,9.0,800,DIH
2026-05-04 07:00:00,2.78,2.85,2.73,2.73,1397900,DLG
2026-05-04 07:00:00,56.0,56.0,56.0,56.0,100,DNC
2026-05-04 07:00:00,46.0,46.0,46.0,46.0,100,DNH
2026-05-04 07:00:00,41.5,43.4,41.3,42.6,1383600,DPR
2026-05-04 07:00:00,2.38,2.4,2.33,2.34,415900,DRH
2026-05-04 07:00:00,13.9,14.6,13.9,14.4,1306400,DRI
2026-05-04 07:00:00,12.75,13.0,12.75,12.95,4700,DSC
2026-05-04 07:00:00,5.3,5.3,4.8,4.8,61000,DST
2026-05-04 07:00:00,1.9,2.0,1.9,2.0,30200,DTI
2026-05-04 07:00:00,20.6,20.7,20.5,20.5,12500,DVN
2026-05-04 07:00:00,19.0,19.0,19.0,19.0,100,DWC
2026-05-04 07:00:00,19.5,19.5,19.5,19.5,100,DWS
2026-05-04 07:00:00,3.94,3.94,3.94,3.94,100,DXV
2026-05-04 07:00:00,4.1,4.4,4.1,4.4,1400,E12
2026-05-04 07:00:00,2.2,2.3,2.1,2.3,1600,EIN
2026-05-04 07:00:00,17.3,17.7,17.25,17.5,115000,ELC
2026-05-04 07:00:00,6.79,6.88,6.69,6.71,424000,EVG
2026-05-04 07:00:00,4.6,4.7,4.5,4.6,73900,EVS
2026-05-04 07:00:00,3.19,3.24,3.15,3.2,34500,FCM
2026-05-04 07:00:00,13.35,13.5,13.15,13.2,552500,FCN
2026-05-04 07:00:00,18.0,18.0,18.0,18.0,100,FDC
2026-05-04 07:00:00,147.3,148.6,146.7,148.0,155900,FRT
2026-05-04 07:00:00,14.0,14.1,13.6,13.9,75500,GDA
2026-05-04 07:00:00,100.59,100.87,97.61,99.9,766800,GEE
2026-05-04 07:00:00,27.15,27.15,26.9,26.9,2300,GHC
2026-05-04 07:00:00,7.19,7.19,7.18,7.19,500,GMH
2026-05-04 07:00:00,21.5,21.5,21.5,21.5,100,GND
2026-05-04 07:00:00,2.0,2.1,2.0,2.0,13200,GPC
2026-05-04 07:00:00,29.8,29.9,29.8,29.9,1800,GSM
2026-05-04 07:00:00,11.1,11.25,11.1,11.2,41900,GSP
2026-05-04 07:00:00,10.0,10.0,10.0,10.0,500,HAC
2026-05-04 07:00:00,16.35,16.75,16.3,16.35,3328900,HAG
2026-05-04 07:00:00,6.84,6.95,6.77,6.95,8100,HAP
2026-05-04 07:00:00,26.0,26.0,26.0,26.0,1800,HC3
2026-05-04 07:00:00,8.0,8.0,7.99,8.0,4700,HCD
2026-05-04 07:00:00,26.6,26.75,26.45,26.5,6985200,HDB
2026-05-04 07:00:00,25.9,26.3,25.85,25.85,1170700,HDG
2026-05-04 07:00:00,15.0,15.0,15.0,15.0,200,HEP
2026-05-04 07:00:00,0.9,1.0,0.8,0.9,125600,HHG
2026-05-04 07:00:00,4.55,4.8,4.55,4.59,493100,HID
2026-05-04 07:00:00,7.3,7.8,7.3,7.7,36900,HIO
2026-05-04 07:00:00,22.0,22.0,20.0,22.0,3800,HKT
2026-05-04 07:00:00,9.7,9.7,9.7,9.7,600,HMR
2026-05-04 07:00:00,34.9,35.5,34.5,35.4,3300,HMS
2026-05-04 07:00:00,16.5,16.5,16.5,16.5,2600,HPD
2026-05-04 07:00:00,4.88,4.92,4.85,4.89,426700,HPX
2026-05-04 07:00:00,16.6,16.6,16.6,16.6,100,HSP
2026-05-04 07:00:00,15.0,15.0,14.65,14.65,210400,HT1
2026-05-04 07:00:00,43.53,43.53,43.53,43.53,100,HTC
2026-05-04 07:00:00,16.89,17.76,16.29,16.63,32400,ICG
2026-05-04 07:00:00,6.41,6.7,6.4,6.5,1068700,IDI
2026-05-04 07:00:00,23.5,23.5,23.3,23.3,23900,IDV
2026-05-04 07:00:00,10.15,10.35,10.15,10.25,1536700,IJC
2026-05-04 07:00:00,5.5,5.5,5.5,5.5,700,ILA
